mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
7	6	3/4	3/4	4/4	2	1	V			E	I		V	V							M	0	0	5, 9, 6		5	5	1	3	0.25	0.041666666666666664	0.3333333333333333	0.1111111111111111
7	6	7/8	7/8	4/4	2	1	iii6			E	I		iii6	iii		6					m	0	0	5, 9, 8		8	5	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
8	7	0	0	4/4	2	1	vi			E	I		vi	vi							m	0	0	7, 4, 8		7	7	1	3	0.25	0.041666666666666664	0.3333333333333333	0.1111111111111111
8	7	1/8	1/8	4/4	2	1	IV6			E	I		IV6	IV		6					M	0	0	7, 4, 3		3	7	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
8	7	1/4	1/4	4/4	2	1	V			E	I		V	V							M	0	0	5, 9, 6		5	5	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
8	7	3/8	3/8	4/4	2	1	viio		V65	E	I		viio	vii	o						o	0	0	9, 6, 3		9	9	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
8	7	1/2	1/2	4/4	2	1	I6			E	I		I6	I		6					M	0	0	8, 5, 4		4	8	3	6	0.3333333333333333	0.125	0.625	0.16666666666666666
8	7	3/4	3/4	4/4	2	1	ii65			E	I		ii65	ii		65					mm7	0	0	3, 7, 4, 6		6	3	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
8	7	7/8	7/8	4/4	2	1	V			E	I		V	V							M	0	0	5, 9, 6		5	5	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
9	8	0	0	4/4	2	1	I|PAC}	1		E	I		I	I					PAC	}	M	0	0	4, 8, 5		4	4	1	6	0.14285714285714285	0.041666666666666664	0.4583333333333333	0.08333333333333333
10	8	0	0	4/4	2	1	I|PAC}	2		E	I		I	I					PAC	}	M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	0.5	0.0
