mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin
6	5	41/2	41/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	171										18		0	
6	5	165/8	165/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	172										18		0	
6	5	83/4	83/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	173										18		0	
6	5	167/8	167/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	174												0	
6	5	21	21	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f												
6	5	21	21	0.0	1/2	1/2	Spanner	4/4	1	1	0																	
6	5	21	21	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	175										19			
6	5	85/4	85/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	176										19			
6	5	43/2	43/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	177													
6	5	87/4	87/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	178		articStaccatoAbove											
6	5	22	22	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	179										20			
6	5	89/4	89/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	180										20			
6	5	45/2	45/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	181													
6	5	91/4	91/4	0.0	15/16	15/16	StaffText	4/4	1	1	0							dim.										
6	5	91/4	91/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	182		articStaccatoAbove											
6	5	21	21	0.75	1/2	1/2	Chord	4/4	1	2	3/16		1/8	3/2	183													
6	5	87/4	87/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	184													
6	5	22	22	0.75	3/4	3/4	Chord	4/4	1	2	3/16		1/8	3/2	185													
6	5	91/4	91/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	186													
6	5	19	19	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	187													
6	5	20	20	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	188													
6	5	21	21	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	189													
6	5	43/2	43/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	190													
6	5	22	22	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	191													
6	5	45/2	45/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	192													
7	6	23	23	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	193													
7	6	24	24	0.0	1/4	1/4	Dynamic	4/4	1	1	0					p												
7	6	24	24	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	194										21			
7	6	193/8	193/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	195										21			
7	6	97/4	97/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	196										21			
7	6	195/8	195/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	197										21			
7	6	49/2	49/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	198										21			
7	6	197/8	197/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	199										21			
7	6	99/4	99/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	200										21			
7	6	199/8	199/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	201													
7	6	25	25	0.0	1/2	1/2	Spanner	4/4	1	1	0																1	
7	6	25	25	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	202										22		1	
7	6	201/8	201/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	203										22		1	
7	6	101/4	101/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	204										22		1	
7	6	203/8	203/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	205										22		1	
7	6	51/2	51/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	206										22		1	
7	6	205/8	205/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	207										22		1	
7	6	103/4	103/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	208										22		1	
7	6	207/8	207/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	209												1	
7	6	26	26	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	210										23		1	
7	6	209/8	209/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	211										23		1	
7	6	105/4	105/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	212										23		1	
7	6	211/8	211/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	213										23		1	
7	6	53/2	53/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	214										23		1	
7	6	213/8	213/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	215										23		1	
7	6	107/4	107/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	216										23		1	
7	6	215/8	215/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	217										23		1	
7	6	23	23	0.75	0	0	Chord	4/4	1	2	3/16		1/8	3/2	218										24		1	
7	6	95/4	95/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	219												1	
7	6	23	23	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	220										25			
7	6	93/4	93/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	221										25			
7	6	47/2	47/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	222													
7	6	95/4	95/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	223		articStaccatoBelow											
7	6	24	24	0.0	1/4	1/4	StaffText	4/4	2	1	0							ten.										
7	6	49/2	49/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	224		articStaccatoAbove											
7	6	25	25	0.0	1/2	1/2	StaffText	4/4	2	1	0							ten.										
7	6	51/2	51/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	225		articStaccatoAbove											
7	6	26	26	0.0	3/4	3/4	StaffText	4/4	2	1	0							ten.										
7	6	53/2	53/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	226		articStaccatoAbove											
7	6	24	24	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	227													
7	6	25	25	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	228													
7	6	26	26	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	229													
8	7	27	27	0.0	0	0	Dynamic	4/4	1	1	0					f												
8	7	27	27	0.0	0	0	Spanner	4/4	1	1	0																	
8	7	27	27	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	230		articStaccatoAbove											
8	7	109/4	109/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	231										26			
8	7	219/8	219/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	232										26			
8	7	55/2	55/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	233										26			
8	7	221/8	221/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	234										26			
8	7	111/4	111/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	235										26			
8	7	223/8	223/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	236										26			
8	7	28	28	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	237										26			
8	7	225/8	225/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	238										26			
8	7	113/4	113/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	239										26			
8	7	227/8	227/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	240										26			
8	7	57/2	57/2	0.0	3/8	3/8	Spanner	4/4	1	1	0														26	1		
8	7	57/2	57/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	241										26	1		
8	7	229/8	229/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	242										26	1		
8	7	115/4	115/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	243										26	1		
8	7	231/8	231/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	244											1		
8	7	29	29	0.0	1/2	1/2	Dynamic	4/4	1	1	0					mf												
8	7	29	29	0.0	1/2	1/2	Spanner	4/4	1	1	0																	2
8	7	29	29	0.0	1/2	1/2	Spanner	4/4	1	1	0																	2
